"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@General_MP @cleelove @GeeSteelio @EJChristian7 @TaeDaReBirPH @ALCarrollWJCL @jeolmoz2 @realjdobypr @TheSoTG‚Ä¶ https://t.co/MhfUEQvZzT",FALSE,0,"General_MP",2018-05-07 22:44:44,TRUE,"993531735299297280","993622688261386241","191857258","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeffreyNewholm",0,FALSE,FALSE,NA,NA
"2","Sixers really?",FALSE,0,NA,2018-05-07 22:44:42,FALSE,NA,"993622682800402432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sabrina11925",0,FALSE,FALSE,NA,NA
"3","Can you imagine dedicating you‚Äôre entire life to coaching, finally getting your big break with the Sixers and you‚Äôr‚Ä¶ https://t.co/9mbpGEygqy",FALSE,0,NA,2018-05-07 22:44:42,TRUE,NA,"993622682737479680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeMarre",0,FALSE,FALSE,NA,NA
"4","@ZERTZ_86 @sixers Hey Zach, how you doin, say hi to my daughter @Sarbeaarr she is your biggest fan, saw you both ga‚Ä¶ https://t.co/qs8evOLRRu",FALSE,0,"ZERTZ_86",2018-05-07 22:44:42,TRUE,"993618235722469376","993622680363520001","350020705","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","philsfanatic",0,FALSE,FALSE,NA,NA
"5","Why tf the Sixers dnt put Fultz and Holmes in the game Ì†æÌ¥∑Ì†ºÌøø‚Äç‚ôÇÔ∏è",FALSE,0,NA,2018-05-07 22:44:42,FALSE,NA,"993622679319179264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LibLansky7st",0,FALSE,FALSE,NA,NA
"6","@CutonDime25 @sixers You‚Äôre still loved here my bro! I like the way you root!!!",FALSE,0,"CutonDime25",2018-05-07 22:44:41,FALSE,"993620261923639297","993622677540794369","166718532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrleysath",0,FALSE,FALSE,NA,NA
"7","The Sixers have made like 3 shots all game",FALSE,0,NA,2018-05-07 22:44:41,FALSE,NA,"993622677406605312",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","skrefetz",0,FALSE,FALSE,NA,NA
"8","Layups, layups, layups!! Come on sixers!",FALSE,0,NA,2018-05-07 22:44:41,FALSE,NA,"993622676831965184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coachjessb",0,FALSE,FALSE,NA,NA
"9","The Sixers have to have the lowest layup % in the playoffs
@jelynchjr @shandershow",FALSE,0,NA,2018-05-07 22:44:40,FALSE,NA,"993622673635840001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnBG82",0,FALSE,FALSE,NA,NA
"10","Stevens trusts the rook. Tatum hanging in there with 3 fouls. 6 min left in the 2nd. #Celtics #Sixers",FALSE,0,NA,2018-05-07 22:44:37,FALSE,NA,"993622661585620993",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AndrewRGFine",0,FALSE,FALSE,NA,NA
"11","@BoilerFanTalk @J_M_B_3 @stephenasmith @KingJames @KDTrey5 @sixers @celtics @FirstTake So what was the excuse in Mi‚Ä¶ https://t.co/onz1w340u4",FALSE,0,"BoilerFanTalk",2018-05-07 22:44:37,TRUE,"993617509269098496","993622660520271872","900894659597279232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","plucas54",0,FALSE,FALSE,NA,NA
"12","sixers might get swept by a team that don't have kyrie and hayward yikes",FALSE,0,NA,2018-05-07 22:44:36,FALSE,NA,"993622658066649088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaaamesp",0,FALSE,FALSE,NA,NA
"13","For a team that talks so much shit the sixers flop a TON #Celtics #BOSvsPHI",FALSE,0,NA,2018-05-07 22:44:36,FALSE,NA,"993622654212100097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JonesReportBlog",0,FALSE,FALSE,NA,NA
"14","Les Sixers, tu les entends plus pour gueuler apr√®s l'arbitre que pour annoncer les syst√®mes, c'est tragique.",FALSE,0,NA,2018-05-07 22:44:35,FALSE,NA,"993622651888455680",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dailydunkfr",0,FALSE,FALSE,NA,NA
"15","Covington... What gives? https://t.co/2MKCozW7F8",FALSE,0,NA,2018-05-07 22:44:35,FALSE,NA,"993622650592350209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThaKidClay",0,FALSE,FALSE,NA,NA
"16","Wow @sixers just keep getting hosed on these ""fouls"" they ""committ"". What a joke.  Also got to shoot better.",FALSE,0,NA,2018-05-07 22:44:34,FALSE,NA,"993622646700040192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrandonMistero",0,FALSE,FALSE,NA,NA
"17","Sixers look like they‚Äôre playing for the foul. Just make the shot damnit",FALSE,0,NA,2018-05-07 22:44:31,FALSE,NA,"993622635467755520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheSeanCannon",0,FALSE,FALSE,NA,NA
"18","#Celtics shooting quite poorly yet #Sixers are down by 6. Ì†ΩÌ∏ï",FALSE,0,NA,2018-05-07 22:44:31,FALSE,NA,"993622634297544704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matt19020",0,FALSE,FALSE,NA,NA
"19","tatum 3 fls, morris 1-5, yikes @ItsShake4ndbake  at least sixers missing shots",FALSE,0,NA,2018-05-07 22:44:30,FALSE,NA,"993622632489766912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NASHSCUTEBAE",0,FALSE,FALSE,NA,NA
"20","Sixers want a foul called on every offensive possession #celtics",FALSE,0,NA,2018-05-07 22:44:30,FALSE,NA,"993622632204505088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_seas",0,FALSE,FALSE,NA,NA
"21","@TrangDoCBS3 @sixers AgreeÌ†ΩÌ±èÌ†ºÌøªÌ†ΩÌ±èÌ†ºÌøªÌ†ΩÌ±èÌ†ºÌøª Ì†æÌ¥ûÌ†ºÌøª",FALSE,0,"TrangDoCBS3",2018-05-07 22:44:30,FALSE,"993608377870712832","993622631030181888","425855385","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","faithfreek",0,FALSE,FALSE,NA,NA
"22","Jesus Christ Ben Simmons is fucking awful. He gets the ball and the sixers can‚Äôt score.",FALSE,0,NA,2018-05-07 22:44:30,FALSE,NA,"993622630585511936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MDBaum44",0,FALSE,FALSE,NA,NA
"23","The Sixers Was Never Winning It All Lol",FALSE,0,NA,2018-05-07 22:44:29,FALSE,NA,"993622628203220992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WizKaleya",0,FALSE,FALSE,NA,NA
"24","Adam Silver doing his best to have the Celtics-Sixers series not be a sweep",FALSE,0,NA,2018-05-07 22:44:29,FALSE,NA,"993622627695710208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YounGBvcK",0,FALSE,FALSE,NA,NA
"25","The Sixers have every right to lose this series. It‚Äôs just pathetic",FALSE,0,NA,2018-05-07 22:44:28,FALSE,NA,"993622622637355008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","burkreport",0,FALSE,FALSE,NA,NA
"26","Boston 33 - Phila 27 - 7'01 2eme QT
3√®me ft pour Tatum
Ben Simmons 2pts 1/6 et 6rebs
#NBAExtra #BeinSport #Celtics #Sixers #SixersCeltics",FALSE,0,NA,2018-05-07 22:44:28,FALSE,NA,"993622621391646720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bente_ben",0,FALSE,FALSE,NA,NA
"27","Who needs E! News when I have Maija sending me #MetBall snaps during the Sixers game Ì†æÌ¥∑Ì†ºÌøΩ‚Äç‚ôÄÔ∏è #TrustTheProcess #TrustTheLawanda",FALSE,0,NA,2018-05-07 22:44:26,FALSE,NA,"993622616219975681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_karebear22",0,FALSE,FALSE,NA,NA
"28","Lol these Sixers are soft",FALSE,0,NA,2018-05-07 22:44:25,FALSE,NA,"993622610352263168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StevenBurgos18",0,FALSE,FALSE,NA,NA
"29","Celtics and sixers game=trash",FALSE,0,NA,2018-05-07 22:44:24,FALSE,NA,"993622606157897739",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NeeseBrian",0,FALSE,FALSE,NA,NA
"30","Pay attention to sixers",FALSE,0,NA,2018-05-07 22:44:24,FALSE,NA,"993622605797253120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WriterLeader247",0,FALSE,FALSE,NA,NA
"31","I honestly don‚Äôt think even Lebron could save this gutless Sixers squad.",FALSE,0,NA,2018-05-07 22:44:22,FALSE,NA,"993622596985016320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SchwoopMan",0,FALSE,FALSE,NA,NA
"32","Bonne nuit j‚Äôesp√®re les Sixers vont gagner",FALSE,0,NA,2018-05-07 22:44:22,FALSE,NA,"993622595995136000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Val12Ferreira",0,FALSE,FALSE,NA,NA
"33","If the #Sixers win 4 straight this series I‚Äôll blow every one of my followers #NBA¬† #NBAPlayoffs #sixersCeltics‚Ä¶ https://t.co/fRTKxQdVnQ",FALSE,0,NA,2018-05-07 22:44:22,TRUE,NA,"993622595789574144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LacieMac96",0,FALSE,FALSE,NA,NA
"34","Sixers really took Fultz with the #1 pick, &amp; didn‚Äôt even invest anything in him. I‚Äôm sure he‚Äôs livid. Smh",FALSE,0,NA,2018-05-07 22:44:21,FALSE,NA,"993622594430513152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goldlakerss",0,FALSE,FALSE,NA,NA
"35","I wonder how many Sixers shots from 12 feet and in have wobbled around the bucket and not fallen. I haven't seen 12‚Ä¶ https://t.co/S5aHrTwPwJ",FALSE,2,NA,2018-05-07 22:44:21,TRUE,NA,"993622593935761409",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MJ_Baumann",0,FALSE,FALSE,NA,NA
"36","1...2...3....Cancun‚ÄºÔ∏è‚ÄºÔ∏è‚ÄºÔ∏è @sixers",FALSE,0,NA,2018-05-07 22:44:21,FALSE,NA,"993622593776254976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gee_FamO",0,FALSE,FALSE,NA,NA
"37","the sixers were boosted because they beat a very average miami heat team and now they won‚Äôt win a game against a ce‚Ä¶ https://t.co/BzmHoR8hw6",FALSE,0,NA,2018-05-07 22:44:21,TRUE,NA,"993622593604345857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HunterCV11",0,FALSE,FALSE,NA,NA
"38","@mik9703 Guess the sixers can use it as a stepping stone...still fresh with all the playoff stuff. They got some go‚Ä¶ https://t.co/AcSNgRDlut",FALSE,0,"mik9703",2018-05-07 22:44:20,TRUE,"993622175419650048","993622590383063043","584855827","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EaglesWinItAll",0,FALSE,FALSE,NA,NA
"39","Sixers need to put Fultz in",FALSE,0,NA,2018-05-07 22:44:20,FALSE,NA,"993622588998979585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1johnnybling1",0,FALSE,FALSE,NA,NA
"40","I would just like the Sixers to start banging these suckers like they're banging them",FALSE,0,NA,2018-05-07 22:44:19,FALSE,NA,"993622585530298369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","William16821560",0,FALSE,FALSE,NA,NA
"41","It's a good thing there are two guys available for the Sixers at the theoretical #10 position in the draft -- both‚Ä¶ https://t.co/PEDIXTiP38",FALSE,0,NA,2018-05-07 22:44:19,TRUE,NA,"993622583659593728",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AdioBRoyster",0,FALSE,FALSE,NA,NA
"42","I'm not rooting for any particular teams, but I'd love the #Sixers and the #Raptors to extend the series. I'm not d‚Ä¶ https://t.co/it70m3QQXo",FALSE,0,NA,2018-05-07 22:44:16,TRUE,NA,"993622573672878081",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OnewayUniform",0,FALSE,FALSE,NA,NA
"43","The Celtics and Sixers game is already on???? Damn.",FALSE,0,NA,2018-05-07 22:44:16,FALSE,NA,"993622571340967942",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JPlaysItCool",0,FALSE,FALSE,NA,NA
"44","y‚Äôall are down 0-3. stop being embarrassing and make shots @sixers",FALSE,0,NA,2018-05-07 22:44:15,FALSE,NA,"993622569889644544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SUMMERTlMEO6",0,FALSE,FALSE,NA,NA
"45","Sixers need to stop whining about non-calls and get back in defense - young team still.
#sixersCeltics",FALSE,0,NA,2018-05-07 22:44:15,FALSE,NA,"993622569457725440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BostonHoosier",0,FALSE,FALSE,NA,NA
"46","Eu esperava mais do Sixers nessa s√©rie, Celtics abriu 3-0 e pode avan√ßar para a ECF se ganhar de novo.",FALSE,0,NA,2018-05-07 22:44:14,FALSE,NA,"993622565661888518",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nathan_degue",0,FALSE,FALSE,NA,NA
"47","Refs tryen keep the sixers in this series",FALSE,0,NA,2018-05-07 22:44:14,FALSE,NA,"993622563350818816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Obi_E_Kenobi",0,FALSE,FALSE,NA,NA
"48","I'm gonna say it. The Sixers drafted the wrong player last year. https://t.co/QM84ldnyNh",FALSE,0,NA,2018-05-07 22:44:13,FALSE,NA,"993622561664782338",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sneed___",0,FALSE,FALSE,NA,NA
"49","Are they going to call any fouls on the @sixers behalf ? @NBA I mean three games and god damn",FALSE,0,NA,2018-05-07 22:44:13,FALSE,NA,"993622559777112065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VeNeNo______",0,FALSE,FALSE,NA,NA
"50","Ben Simmons WYD? @sixers @BenSimmons25",FALSE,0,NA,2018-05-07 22:44:12,FALSE,NA,"993622556086325248",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","cved",0,FALSE,FALSE,NA,NA
"51","Sixers https://t.co/76j53NHeXK",FALSE,0,NA,2018-05-07 22:44:12,FALSE,NA,"993622553943052289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DAVEseason",0,FALSE,FALSE,NA,NA
"52","@sixers SCRUBS",FALSE,0,"sixers",2018-05-07 22:44:11,FALSE,NA,"993622553020297218","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_HelloImJohn",0,FALSE,FALSE,NA,NA
"53","@WENTZLYVANIA Unreal.",FALSE,0,"WENTZLYVANIA",2018-05-07 22:44:11,FALSE,"993622504999710721","993622551761965056","2757079160","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Go_Sixers_Go",0,FALSE,FALSE,NA,NA
"54","Markelle Fultz can't get burn over T.J McConnell.  Hopefully the Sixers don't allow any sharp objects in Fultz's hotel room",FALSE,0,NA,2018-05-07 22:44:10,FALSE,NA,"993622545214640134",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GregParchment",0,FALSE,FALSE,NA,NA
"55","These sixers in a Ì†ΩÌ≥¶‚òòÔ∏è",FALSE,0,NA,2018-05-07 22:44:08,FALSE,NA,"993622540470779905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GsTaR____",0,FALSE,FALSE,NA,NA
"56","Going back and forth between the Sixers game and Silent Library videos at Lebow but not actually doing any studying",FALSE,0,NA,2018-05-07 22:44:08,FALSE,NA,"993622538822578180",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohhheydanielle",0,FALSE,FALSE,NA,NA
"57","Sixers you guys are soft. Like Charman‚Äôs utlra soft soft",FALSE,0,NA,2018-05-07 22:44:08,FALSE,NA,"993622538709291015",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","comedy_motion",0,FALSE,FALSE,NA,NA
"58","How many easy shots has Ben Simmons missed this series? #CUsRise #Celtics #Sixers #NBAPlayoffs2018",FALSE,0,NA,2018-05-07 22:44:08,FALSE,NA,"993622538306678784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HardingCBS46",0,FALSE,FALSE,NA,NA
"59","@ZERTZ_86 @sixers Bit going down tonight! #Sixers",FALSE,0,"ZERTZ_86",2018-05-07 22:44:06,FALSE,"993618235722469376","993622532388466695","350020705","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","philliesphan39",0,FALSE,FALSE,NA,NA
"60","@mikepolidore Find me the stat on how many missed shots inside of 5 ft the Sixers have missed this series. My boy",FALSE,0,"mikepolidore",2018-05-07 22:44:06,FALSE,NA,"993622532258455552","301653359","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mbroads",0,FALSE,FALSE,NA,NA
"61","@selaromkram How in the fuck you leave Lebron out Ì†ΩÌ∏Ç n the sixers young rn that‚Äôs all with them.",FALSE,0,"selaromkram",2018-05-07 22:44:06,FALSE,"990690310274539520","993622530253467648","873634598793752580","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breddo15",0,FALSE,FALSE,NA,NA
"62","Sixers care more about complaining to the refs than getting back on defense",FALSE,0,NA,2018-05-07 22:44:06,FALSE,NA,"993622529767067648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","billyruu85",0,FALSE,FALSE,NA,NA
"63","The Sixers already don‚Äôt deserve to win this game Ì†æÌ¥¶Ì†ºÌøª‚Äç‚ôÇÔ∏è",FALSE,0,NA,2018-05-07 22:44:06,FALSE,NA,"993622528710135811",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Photog_Phil",0,FALSE,FALSE,NA,NA
"64","Sixers are taking horrible shots and looking for a foul every time.",FALSE,0,NA,2018-05-07 22:44:05,FALSE,NA,"993622525711192064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_angu5",0,FALSE,FALSE,NA,NA
"65","@brianseltzer @sixers Simmons jumper still not falling in the paint.  Smh",FALSE,0,"brianseltzer",2018-05-07 22:44:04,FALSE,"993621687194324993","993622523945345024","41372475","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhillyHotspur",0,FALSE,FALSE,NA,NA
"66","sixers don‚Äôt get to the line enough to win",FALSE,0,NA,2018-05-07 22:44:04,FALSE,NA,"993622522955366400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","p__vision",0,FALSE,FALSE,NA,NA
"67","@sixers #soft",FALSE,0,"sixers",2018-05-07 22:44:04,FALSE,NA,"993622520237645825","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrewwBlackk",0,FALSE,FALSE,NA,NA
"68","at least Simmons is being more agressive, shots not going down, but he is attacking the tin #sixers #sixersCeltics have to convert those.",FALSE,0,NA,2018-05-07 22:44:03,FALSE,NA,"993622519574822913",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RichQonQ",0,FALSE,FALSE,NA,NA
"69","Lets go Sixers",FALSE,0,NA,2018-05-07 22:44:02,FALSE,NA,"993622512855650304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JonnDopee",0,FALSE,FALSE,NA,NA
"70","My God Ben Simmons can‚Äôt hit a shot. Easy missed shots!!! Ì†ΩÌ∏°Ì†ΩÌ∏° #Sixers",FALSE,0,NA,2018-05-07 22:44:01,FALSE,NA,"993622508770332673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thunderducks26",0,FALSE,FALSE,NA,NA
"71","Sixers are fucking bums I can‚Äôt fucking stand them",FALSE,0,NA,2018-05-07 22:44:01,FALSE,NA,"993622508648579073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsMeCello",0,FALSE,FALSE,NA,NA
"72","#sixers deserve to lose the way they‚Äôve been shooting",FALSE,0,NA,2018-05-07 22:44:01,FALSE,NA,"993622508359307265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamesOwens22",0,FALSE,FALSE,NA,NA
"73","Sixers are ICE COLD.",FALSE,0,NA,2018-05-07 22:44:01,FALSE,NA,"993622508120223744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrimeTimeBS15",0,FALSE,FALSE,NA,NA
"74","Can‚Äôt get over how bad the Sixers‚Äô shot selection is",FALSE,0,NA,2018-05-07 22:44:00,FALSE,NA,"993622504030789634",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DHaddad729",0,FALSE,FALSE,NA,NA
"75","@sixers are so bad. These @celtics prices are just a gift.",FALSE,0,"sixers",2018-05-07 22:44:00,FALSE,NA,"993622503305154560","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MJBurton23",0,FALSE,FALSE,NA,NA
"76","Brett Brown is a New England native. I think we need to question his loyalty. #sixers #HereTheyCome #PHIvsBOS #phillysports",FALSE,1,NA,2018-05-07 22:43:59,FALSE,NA,"993622500620886016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EarnYourDonuts",0,FALSE,FALSE,NA,NA
"77","#Sixers I hate Jaylen Browns hairline",FALSE,0,NA,2018-05-07 22:43:58,FALSE,NA,"993622497168953344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaOriginalSpank",0,FALSE,FALSE,NA,NA
"78","Lmao fuck dude the refs giving Sixers the game",FALSE,0,NA,2018-05-07 22:43:58,FALSE,NA,"993622494757228544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","williamsmth66",0,FALSE,FALSE,NA,NA
"79","@greengoblin @sixers Go sixers! Got to believe",FALSE,0,"greengoblin",2018-05-07 22:43:57,FALSE,"992801935060238336","993622494434287616","3239679880","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bigal8523",0,FALSE,FALSE,NA,NA
"80","@Kadrien756Kyle @sixers No doubt but you don‚Äôt sign someone to a 60 million dollar contract after one good month of basketball lmao",FALSE,0,"Kadrien756Kyle",2018-05-07 22:43:57,FALSE,"993622244969582592","993622491624026114","715673521477853184","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jburczewski",0,FALSE,FALSE,NA,NA
"81","truth is sixers are down 3-0 bc they have 4 white guys on the court at all times",FALSE,0,NA,2018-05-07 22:43:56,FALSE,NA,"993622486674804736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dis06",0,FALSE,FALSE,NA,NA
"82","@JimmyRollins11 that was some loud love for you at the @sixers game #11...!!",FALSE,0,"JimmyRollins11",2018-05-07 22:43:55,FALSE,NA,"993622483717812226","53295087","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eyemumforfun",0,FALSE,FALSE,NA,NA
"83","Sixers just fell apart at the wrong time",FALSE,0,NA,2018-05-07 22:43:55,FALSE,NA,"993622483449376773",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tuffy017",0,FALSE,FALSE,NA,NA
"84","So much anger in my house right now over the Sixers game. I don‚Äôt even have to watch",FALSE,0,NA,2018-05-07 22:43:53,FALSE,NA,"993622477472452609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmyEPohl",0,FALSE,FALSE,NA,NA
"85","The Sixers were a LIE",FALSE,0,NA,2018-05-07 22:43:53,FALSE,NA,"993622474066710529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tycensmith",0,FALSE,FALSE,NA,NA
"86","Yup the Sixers are getting swept. They are completely shook.",FALSE,0,NA,2018-05-07 22:43:52,FALSE,NA,"993622473622081536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boomchickayea",0,FALSE,FALSE,NA,NA
"87","The Sixers fucking suck.",FALSE,0,NA,2018-05-07 22:43:52,FALSE,NA,"993622472699166720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThPriceIsBright",0,FALSE,FALSE,NA,NA
"88","@TikotDeRoa Tal y como lleva en playoffs quiz√° esto sea lo mejor para los Sixers....",FALSE,0,"TikotDeRoa",2018-05-07 22:43:51,FALSE,"993620691864862721","993622469130047488","155068442","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YoungSagan",0,FALSE,FALSE,NA,NA
"89","Literally nothing is falling for the Sixers. At any range.",FALSE,0,NA,2018-05-07 22:43:51,FALSE,NA,"993622467406155777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mike__SB",0,FALSE,FALSE,NA,NA
"90","@stephenasmith @celtics @sixers You too! Love your work and your impact on the business! Keep doing your thing!",FALSE,0,"stephenasmith",2018-05-07 22:43:50,FALSE,"993618550215540747","993622464071692290","16302242","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rayrich55",0,FALSE,FALSE,NA,NA
"91","Sixers pissing me off right now",FALSE,0,NA,2018-05-07 22:43:49,FALSE,NA,"993622461106262016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrandonsNotShit",0,FALSE,FALSE,NA,NA
